KO	L1	L2	L3	L4
K13015	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K13016	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K13020	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K13548	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K13574	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K14248	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K14465	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K14633	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K13767	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K06001	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K06001	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K01089	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K01693	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K00634	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K00640	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K00872	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K13598	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K01593	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K10527	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K01696	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K01696	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K00061	L1_Fermentation	L2_Mixed acid fermentation	L3_NONE	L4_NONE
K08685	L1_Methylotrophy	L2_Methylamine to formaldehyde	L3_NONE	L4_NONE
K15228	L1_Methylotrophy	L2_Methylamine to formaldehyde	L3_NONE	L4_NONE
K15229	L1_Methylotrophy	L2_Methylamine to formaldehyde	L3_NONE	L4_NONE
K00558	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K01251	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K01697	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K10150	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K03334	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00451	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00468	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00457	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K01800	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K01555	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00157	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00450	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K01801	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K01557	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00135	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine degradation	L3_NONE	L4_NONE
K00133	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K00548	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K00549	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K00651	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K00928	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K01739	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K01760	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K12524	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K12525	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K12526	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K14265	L1_Amino acid utilization biosynthesis metabolism	L2_Methionine biosynthesis	L3_NONE	L4_NONE
K14028	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16254	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16255	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K14029	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16256	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16257	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16258	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16259	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16260	L1_Methylotrophy	L2_Methanol oxidation to formaldehyde	L3_NONE	L4_NONE
K16154	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16155	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16156	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16157	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16158	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16159	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16160	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16161	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K16162	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K03781	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K03782	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00430	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K11188	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00093	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K14028	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K14029	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00148	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00122	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00123	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00124	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00125	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00126	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K00127	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K08348	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K08349	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K08350	L1_Methylotrophy	L2_Methane oxidation to CO2	L3_NONE	L4_NONE
K08684	L1_Methylotrophy	L2_Methane oxidation	L3_NONE	L4_NONE
K00844	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K00713	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K01218	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02840	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02745	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02844	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02852	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03275	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03276	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03669	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03814	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03843	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03844	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03846	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03848	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03849	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03850	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03854	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03867	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K03877	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K04478	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05284	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05286	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05366	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05367	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05529	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05530	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05531	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05532	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05533	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05534	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05535	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05536	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05538	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K06119	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07272	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07542	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07553	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07632	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07635	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07819	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07820	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07966	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07967	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07968	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07969	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07970	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07971	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K08098	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K08251	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09653	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09654	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09655	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09661	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09662	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09663	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09664	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09665	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09666	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09667	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K09905	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10211	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10812	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10967	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10968	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10969	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10970	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10971	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11000	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11257	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11718	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12245	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12338	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12551	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12582	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12583	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12933	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12937	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12938	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12983	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12984	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12985	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12986	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12987	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12988	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12989	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12990	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12991	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12992	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12993	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12994	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12995	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12996	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12997	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12998	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K12999	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13000	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13001	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13002	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13003	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13004	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13005	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13007	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13078	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13235	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13379	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13493	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13496	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13550	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13556	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13657	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13658	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13659	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13660	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13666	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13667	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13668	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13669	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13671	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13672	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13673	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13675	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13678	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13681	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13682	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13688	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13689	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13690	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13691	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K13693	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14335	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14337	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14339	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14340	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14368	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14375	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14412	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14413	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14434	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14464	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K14596	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02749	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02752	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02755	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02756	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02759	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02760	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02763	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02764	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02768	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02769	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02773	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02774	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02777	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02778	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02781	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02782	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02786	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02787	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02790	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02793	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02794	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02798	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02799	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02802	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02803	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02806	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02808	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02809	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02812	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02813	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02817	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02818	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02821	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02822	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K10984	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11191	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11194	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11195	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11198	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11199	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11201	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K11202	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02744	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K01809	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K00966	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K00971	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K01711	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K00066	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K00080	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K02377	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K05947	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K07026	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K01840	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K01729	L1_Hydrolysis of polymers	L2_Mannose	L3_NONE	L4_NONE
K00640	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K00625	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K13598	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K01039	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K03431	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K01835	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K00001	L1_Fermentation	L2_Lysine fermentation to acetate and butyrate	L3_NONE	L4_NONE
K05821	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation X	L3_NONE	L4_NONE
K14268	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation X	L3_NONE	L4_NONE
K01582	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation X	L3_NONE	L4_NONE
K01745	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation X	L3_NONE	L4_NONE
K00135	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation VIII	L3_NONE	L4_NONE
K14269	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation VIII	L3_NONE	L4_NONE
K00143	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation VII	L3_NONE	L4_NONE
K14085	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation VI	L3_NONE	L4_NONE
K00143	L1_Amino acid utilization biosynthesis metabolism	L2_Lysine degradation VI	L3_NONE	L4_NONE
